	SubjectID1	SubjectID2	Group1	Group2	Distance
105	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML	Group1C	Group3E	0.35706464502464735
106	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML	Group1C	Group3E	0.37567555767698535
107	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML	Group1C	Group3E	0.5207859952978205
108	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML	Group1C	Group3E	0.42279852939384577
109	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML	Group1C	Group3E	0.44650770413262325
110	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML	Group1C	Group3E	0.38368439422657985
111	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML	Group1C	Group3E	0.4343708464208296
112	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML	Group1C	Group3E	0.38077376436201915
113	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML	Group1C	Group3E	0.36450908649890895
114	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML	Group1C	Group3E	0.34996235390097885
115	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML	Group1C	Group3E	0.42270429693218226
116	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML	Group1C	Group3E	0.5219100927567394
117	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML	Group1C	Group3E	0.3660126840947189
118	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML	Group1C	Group3E	0.3944275062705706
119	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML	Group1C	Group3E	0.4081605596218124
120	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML	Group1C	Group3E	0.3154792916261072
121	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML	Group1C	Group3E	0.31968258421907286
122	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML	Group1C	Group3E	0.4251248668481759
123	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML	Group1C	Group3E	0.34798172802814403
124	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML	Group1C	Group3E	0.34290404323790447
125	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML	Group1C	Group3E	0.4026844505905787
126	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML	Group1C	Group3E	0.3306336680876638
127	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML	Group1C	Group3E	0.2878743500516037
128	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML	Group1C	Group3E	0.2979967059077796
129	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML	Group1C	Group3E	0.3149771051881614
130	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML	Group1C	Group3E	0.3946409273697689
131	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML	Group1C	Group3E	0.39586853558412866
132	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML	Group1C	Group3E	0.3335737620843906
133	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML	Group1C	Group3E	0.2921422315291925
134	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML	Group1C	Group3E	0.3037482799904744
